"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Oct 29 15:21:31 GMT 2024","Tue Oct 29 15:21:31 GMT 2024","89","","test_API","","","","test_get_messages_array",""
"failed","Tue Oct 29 15:21:32 GMT 2024","Tue Oct 29 15:21:32 GMT 2024","123","","test_API","","","","test_create_message_without_content",""
"failed","Tue Oct 29 15:21:31 GMT 2024","Tue Oct 29 15:21:31 GMT 2024","0","","test_API","","","","test_get_message",""
"failed","Tue Oct 29 15:21:32 GMT 2024","Tue Oct 29 15:21:32 GMT 2024","92","","test_API","","","","test_remove_reaction_from_nonexistent_message",""
"failed","Tue Oct 29 15:21:32 GMT 2024","Tue Oct 29 15:21:32 GMT 2024","94","","test_API","","","","test_add_reaction_to_nonexistent_message",""
"failed","Tue Oct 29 15:21:31 GMT 2024","Tue Oct 29 15:21:31 GMT 2024","0","","test_API","","","","test_add_reaction",""
"failed","Tue Oct 29 15:21:31 GMT 2024","Tue Oct 29 15:21:31 GMT 2024","0","","test_API","","","","test_create_message_with_text_and_attachment",""
"failed","Tue Oct 29 15:21:32 GMT 2024","Tue Oct 29 15:21:32 GMT 2024","0","","test_API","","","","test_remove_reaction",""
"failed","Tue Oct 29 15:21:32 GMT 2024","Tue Oct 29 15:21:32 GMT 2024","129","","test_API","","","","test_get_message_with_invalid_id",""
